d, 0, 85, 0, 146, 119, 119, 182, 98
i, 73, 34, 17, 0, 68, 0, 73, 0
n, 54, 0, 153, 146, 85, 68, 0, 39
g, 91, 102, 68, 164, 0, 85, 73, 98
o, 36, 34, 102, 91, 85, 102, 54, 39
m, 0, 0, 136, 182, 85, 68, 0, 0
m, 0, 0, 119, 109, 85, 102, 0, 0
a, 0, 0, 119, 164, 85, 102, 0, 0
n, 0, 0, 68, 128, 136, 119, 0, 0
d, 0, 85, 0, 73, 51, 85, 128, 157
i, 0, 17, 0, 0, 51, 0, 54, 39
n, 0, 0, 85, 164, 136, 102, 18, 19
g, 54, 102, 68, 128, 0, 85, 91, 118
o, 0, 0, 136, 128, 119, 102, 0, 0
m, 0, 0, 85, 146, 102, 102, 0, 0
m, 0, 0, 102, 91, 119, 119, 0, 0
a, 36, 0, 102, 164, 136, 153, 0, 39
n, 0, 0, 85, 73, 119, 102, 0, 0
d, 54, 51, 0, 128, 102, 136, 128, 118
i, 54, 34, 68, 0, 68, 0, 73, 19
n, 0, 0, 68, 91, 136, 68, 0, 0
g, 0, 51, 0, 201, 0, 68, 91, 98
o, 36, 0, 119, 109, 102, 102, 36, 39
m, 0, 0, 119, 128, 102, 102, 0, 0
m, 0, 0, 153, 146, 119, 85, 0, 0
a, 109, 85, 0, 91, 119, 68, 91, 98
n, 18, 17, 85, 109, 85, 68, 0, 19
d, 0, 85, 0, 73, 51, 85, 109, 118
i, 18, 51, 0, 0, 68, 0, 54, 39
n, 36, 34, 119, 91, 85, 85, 18, 19
g, 0, 85, 0, 201, 51, 119, 54, 0
o, 0, 0, 119, 182, 119, 170, 0, 0
m, 0, 0, 136, 219, 136, 51, 0, 0
m, 0, 0, 153, 146, 102, 85, 0, 0
a, 36, 34, 102, 109, 102, 136, 0, 19
n, 18, 0, 85, 182, 170, 85, 36, 0
d, 0, 68, 0, 91, 119, 204, 146, 137
i, 18, 17, 34, 0, 68, 0, 73, 0
n, 0, 0, 119, 164, 153, 68, 0, 0
g, 109, 51, 68, 128, 0, 170, 54, 137
o, 109, 136, 68, 73, 68, 68, 128, 137
m, 0, 0, 221, 109, 136, 85, 0, 0
m, 0, 0, 153, 128, 102, 68, 0, 0
a, 73, 51, 85, 73, 102, 170, 73, 39
n, 36, 34, 119, 128, 68, 68, 0, 19
d, 0, 119, 0, 182, 102, 170, 182, 118
i, 73, 85, 0, 73, 34, 68, 91, 0
n, 36, 34, 153, 91, 85, 85, 18, 0
g, 73, 119, 34, 91, 0, 68, 54, 98
o, 0, 0, 85, 128, 170, 119, 0, 0
m, 0, 0, 119, 182, 119, 119, 0, 0
m, 0, 0, 170, 146, 102, 102, 0, 0
a, 0, 119, 0, 73, 0, 68, 182, 137
n, 73, 153, 136, 128, 51, 68, 0, 78
d, 0, 85, 0, 91, 102, 102, 91, 98
i, 0, 119, 0, 0, 17, 0, 109, 19
n, 54, 0, 119, 164, 153, 68, 0, 59
g, 0, 34, 17, 182, 136, 102, 54, 0
o, 54, 17, 119, 128, 102, 119, 54, 0
m, 0, 0, 153, 182, 119, 102, 0, 0
m, 0, 0, 187, 164, 85, 136, 0, 0
a, 18, 17, 119, 109, 136, 153, 36, 0
n, 54, 119, 170, 73, 102, 68, 54, 19
d, 0, 85, 0, 73, 85, 153, 128, 177
i, 0, 17, 0, 36, 0, 68, 18, 78
n, 36, 119, 170, 73, 136, 68, 73, 19
g, 54, 85, 102, 128, 153, 68, 109, 118
o, 0, 0, 119, 128, 119, 119, 0, 0
m, 0, 0, 153, 146, 102, 68, 0, 0
m, 0, 0, 102, 146, 102, 68, 0, 0
a, 54, 0, 85, 128, 85, 153, 73, 0
n, 0, 0, 102, 128, 102, 51, 0, 0
d, 0, 68, 68, 219, 85, 102, 128, 118
i, 73, 0, 0, 0, 51, 34, 0, 98
n, 0, 0, 136, 109, 102, 34, 0, 0
g, 18, 85, 102, 146, 17, 102, 91, 98
o, 109, 17, 68, 128, 68, 68, 73, 98
m, 0, 0, 136, 91, 85, 17, 0, 0
m, 0, 0, 119, 91, 85, 0, 0, 0
a, 0, 0, 136, 36, 119, 102, 0, 0
n, 0, 0, 119, 109, 68, 17, 0, 0
d, 18, 0, 68, 73, 153, 153, 73, 0
i, 36, 0, 0, 0, 0, 51, 0, 98
n, 0, 0, 119, 109, 68, 17, 0, 0
g, 182, 0, 119, 73, 0, 102, 91, 118
o, 146, 102, 102, 91, 68, 85, 146, 59
m, 0, 0, 153, 219, 85, 119, 0, 0
m, 0, 0, 170, 164, 85, 85, 0, 0
a, 0, 51, 119, 146, 136, 187, 54, 0
n, 0, 51, 153, 91, 102, 85, 18, 0
d, 0, 51, 102, 164, 102, 119, 146, 39
i, 0, 17, 0, 0, 34, 51, 91, 0
n, 36, 0, 136, 146, 85, 85, 18, 19
g, 0, 136, 0, 201, 0, 68, 91, 118
o, 18, 51, 119, 91, 68, 119, 73, 0
m, 0, 0, 102, 54, 119, 102, 0, 0
m, 0, 0, 119, 91, 102, 68, 0, 0
a, 0, 0, 119, 109, 102, 119, 0, 0
n, 0, 0, 68, 128, 102, 68, 0, 0
d, 0, 68, 0, 91, 0, 68, 146, 137
i, 73, 0, 85, 0, 17, 68, 0, 98
n, 0, 0, 85, 128, 34, 85, 0, 0
g, 128, 17, 85, 128, 0, 68, 91, 98
o, 0, 0, 68, 128, 119, 119, 0, 0
m, 0, 0, 68, 73, 85, 102, 0, 0
m, 0, 0, 85, 128, 119, 68, 0, 0
a, 18, 0, 102, 73, 187, 85, 0, 59
n, 0, 0, 102, 0, 85, 102, 0, 0
d, 73, 17, 68, 91, 85, 136, 109, 39
i, 0, 51, 0, 0, 17, 0, 91, 0
n, 0, 0, 119, 36, 34, 136, 0, 0
g, 91, 0, 102, 36, 0, 102, 0, 137
o, 18, 0, 102, 128, 102, 119, 36, 19
m, 0, 0, 34, 54, 68, 51, 0, 0
m, 0, 0, 51, 54, 68, 68, 0, 0
a, 0, 0, 119, 36, 85, 119, 0, 0
n, 0, 0, 51, 36, 102, 68, 0, 0
d, 0, 68, 0, 164, 119, 204, 91, 59
i, 109, 0, 0, 0, 51, 0, 18, 137
n, 0, 0, 119, 73, 102, 85, 0, 0
g, 182, 85, 136, 109, 119, 85, 0, 177
o, 0, 0, 136, 109, 119, 119, 0, 0
m, 0, 0, 85, 54, 51, 51, 0, 0
m, 0, 0, 85, 73, 34, 51, 0, 0
a, 0, 0, 153, 0, 170, 85, 0, 0
n, 0, 0, 119, 18, 68, 85, 0, 0
d, 73, 34, 51, 128, 119, 136, 128, 157
i, 73, 0, 0, 0, 0, 85, 0, 78
n, 0, 0, 119, 109, 119, 51, 0, 0
g, 36, 153, 34, 109, 0, 68, 73, 137
o, 0, 51, 102, 109, 85, 119, 54, 19
m, 0, 0, 136, 146, 102, 102, 0, 0
m, 0, 0, 153, 146, 102, 68, 0, 0
a, 0, 0, 119, 91, 136, 136, 0, 0
n, 18, 0, 136, 164, 119, 68, 18, 19
d, 0, 68, 85, 201, 119, 119, 109, 39
i, 36, 17, 0, 18, 0, 68, 18, 78
n, 18, 34, 119, 164, 85, 68, 18, 19
g, 109, 136, 102, 91, 17, 119, 109, 59
o, 91, 85, 68, 91, 51, 68, 91, 118
m, 0, 51, 136, 164, 85, 51, 18, 0
m, 0, 102, 119, 164, 119, 85, 36, 0
a, 54, 34, 85, 109, 85, 153, 73, 39
n, 109, 68, 119, 91, 85, 51, 73, 0
d, 73, 68, 85, 146, 68, 136, 109, 98
i, 36, 0, 51, 36, 0, 68, 0, 118
n, 73, 85, 102, 73, 119, 34, 54, 0
g, 109, 0, 119, 91, 119, 102, 91, 78
o, 91, 17, 85, 128, 85, 85, 73, 59
m, 91, 102, 256, 164, 204, 136, 182, 19
m, 0, 68, 170, 164, 136, 136, 54, 39
a, 73, 0, 170, 73, 170, 85, 73, 78
n, 109, 136, 170, 73, 153, 68, 91, 78
d, 0, 153, 0, 146, 51, 136, 164, 78
i, 36, 0, 0, 0, 0, 68, 18, 78
n, 109, 136, 153, 91, 153, 68, 146, 137
g, 182, 34, 102, 128, 34, 68, 109, 118
o, 0, 0, 119, 128, 119, 119, 0, 0
m, 0, 0, 136, 109, 68, 17, 0, 0
m, 0, 0, 119, 73, 68, 51, 0, 0
a, 0, 0, 170, 73, 136, 153, 0, 0
n, 0, 0, 136, 54, 51, 102, 0, 0
d, 54, 0, 102, 18, 85, 136, 91, 98
i, 36, 0, 0, 0, 51, 34, 0, 137
n, 0, 0, 153, 91, 51, 85, 0, 0
g, 0, 34, 0, 128, 0, 85, 73, 59
o, 0, 0, 153, 128, 102, 119, 0, 0
m, 0, 0, 102, 109, 34, 51, 0, 0
m, 0, 0, 102, 109, 68, 34, 0, 0
a, 0, 0, 102, 54, 102, 119, 0, 0
n, 0, 0, 119, 91, 68, 68, 0, 0
d, 0, 68, 0, 146, 119, 153, 109, 137
i, 109, 0, 102, 0, 17, 85, 0, 118
n, 0, 0, 153, 73, 119, 85, 0, 0
g, 128, 119, 85, 128, 119, 136, 73, 157
o, 91, 68, 68, 91, 85, 68, 73, 98
m, 0, 0, 153, 91, 153, 119, 0, 0
m, 0, 0, 136, 146, 136, 85, 0, 0
a, 0, 0, 85, 91, 119, 119, 0, 0
n, 0, 0, 68, 146, 170, 85, 0, 0
d, 0, 85, 0, 146, 119, 187, 109, 157
i, 36, 51, 17, 0, 68, 17, 73, 19
n, 0, 0, 153, 109, 119, 85, 0, 0
g, 0, 85, 34, 146, 34, 85, 54, 118
o, 18, 34, 119, 109, 85, 119, 54, 39
m, 0, 0, 102, 109, 68, 34, 0, 0
m, 0, 0, 85, 91, 51, 34, 0, 0
a, 0, 0, 102, 54, 153, 136, 0, 0
n, 0, 0, 119, 128, 17, 85, 0, 0
d, 0, 34, 17, 73, 119, 153, 91, 118
i, 0, 68, 0, 18, 0, 68, 0, 78
n, 0, 0, 102, 109, 34, 102, 0, 0
g, 146, 170, 34, 73, 0, 68, 73, 118
o, 0, 0, 85, 91, 119, 85, 0, 0
m, 0, 0, 102, 91, 51, 34, 0, 0
m, 0, 0, 102, 73, 68, 51, 0, 0
a, 0, 0, 85, 109, 153, 85, 0, 0
n, 0, 0, 51, 54, 102, 68, 0, 0
d, 0, 68, 0, 146, 102, 187, 73, 78
i, 18, 17, 0, 0, 34, 0, 18, 78
n, 0, 0, 85, 73, 51, 51, 0, 0
g, 18, 51, 17, 128, 0, 68, 73, 98
o, 54, 85, 102, 73, 68, 119, 109, 19
m, 0, 0, 136, 164, 102, 85, 0, 0
m, 0, 0, 136, 128, 119, 68, 0, 0
a, 36, 34, 119, 91, 119, 102, 0, 59
n, 0, 0, 153, 91, 68, 102, 0, 0
d, 0, 119, 0, 91, 119, 136, 128, 196
i, 36, 34, 0, 0, 51, 34, 73, 19
n, 0, 0, 136, 109, 68, 85, 0, 0
g, 54, 153, 68, 182, 119, 119, 128, 118
o, 0, 0, 136, 109, 119, 119, 0, 0
m, 0, 0, 119, 109, 51, 68, 0, 0
m, 0, 0, 85, 109, 85, 34, 0, 0
a, 0, 0, 102, 73, 119, 102, 0, 0
n, 0, 0, 102, 73, 34, 85, 0, 0
d, 0, 68, 0, 91, 136, 136, 128, 236
i, 54, 17, 0, 0, 17, 34, 0, 78
n, 0, 0, 153, 91, 68, 68, 0, 0
g, 0, 170, 0, 73, 34, 85, 164, 98
o, 54, 17, 85, 109, 85, 102, 54, 39
m, 0, 0, 136, 146, 102, 85, 0, 0
m, 0, 0, 187, 146, 102, 102, 0, 0
a, 54, 102, 102, 164, 170, 85, 0, 78
n, 0, 51, 136, 109, 136, 68, 18, 19
d, 0, 85, 0, 91, 102, 153, 128, 98
i, 36, 0, 17, 18, 17, 85, 0, 98
n, 0, 0, 119, 164, 119, 68, 0, 0
g, 109, 119, 0, 91, 0, 85, 73, 137
o, 109, 17, 136, 128, 68, 85, 91, 78
m, 0, 0, 136, 146, 68, 68, 0, 0
m, 0, 0, 136, 146, 68, 102, 0, 0
a, 0, 0, 119, 109, 153, 119, 0, 0
n, 54, 34, 136, 109, 68, 68, 0, 39
d, 0, 68, 0, 128, 119, 187, 128, 177
i, 18, 17, 0, 36, 51, 34, 73, 0
n, 91, 119, 102, 73, 68, 68, 36, 78
g, 73, 119, 102, 128, 0, 68, 73, 118
o, 54, 85, 136, 73, 102, 85, 54, 59
m, 0, 0, 170, 128, 136, 136, 0, 0
m, 0, 0, 170, 128, 136, 102, 0, 0
a, 0, 0, 102, 128, 136, 136, 0, 0
n, 0, 0, 170, 128, 102, 68, 0, 0
d, 0, 85, 0, 91, 102, 136, 91, 157
i, 18, 17, 17, 18, 34, 51, 73, 0
n, 36, 34, 136, 146, 153, 85, 36, 59
g, 0, 85, 0, 146, 68, 102, 73, 59
o, 73, 51, 85, 109, 68, 102, 109, 19
m, 0, 0, 153, 164, 102, 119, 0, 0
m, 0, 34, 51, 182, 187, 85, 36, 0
a, 36, 17, 85, 128, 102, 119, 0, 19
n, 0, 0, 68, 128, 119, 119, 0, 0
d, 91, 85, 119, 91, 136, 85, 109, 78
i, 0, 68, 0, 73, 0, 68, 0, 78
n, 0, 17, 51, 73, 187, 136, 36, 0
g, 0, 0, 102, 91, 119, 0, 0, 0
o, 0, 51, 119, 109, 85, 119, 73, 0
m, 0, 0, 102, 109, 51, 34, 0, 0
m, 0, 0, 85, 109, 51, 68, 0, 0
a, 0, 0, 85, 146, 119, 102, 0, 0
n, 0, 0, 68, 128, 85, 51, 0, 0
d, 0, 34, 0, 128, 102, 170, 109, 0
i, 0, 34, 0, 0, 68, 0, 73, 0
n, 0, 0, 136, 128, 102, 68, 0, 0
g, 18, 119, 34, 164, 0, 68, 91, 98
o, 0, 0, 136, 128, 119, 102, 0, 0
m, 0, 0, 153, 109, 51, 85, 0, 0
m, 0, 0, 170, 128, 17, 51, 0, 0
a, 0, 0, 102, 128, 119, 170, 0, 0
n, 0, 0, 85, 164, 187, 68, 0, 0
d, 0, 85, 0, 73, 34, 85, 128, 118
i, 36, 34, 0, 0, 17, 68, 91, 0
n, 0, 68, 136, 146, 68, 68, 0, 59
g, 54, 153, 51, 128, 0, 68, 109, 118
o, 109, 102, 68, 73, 85, 85, 73, 118
m, 36, 0, 221, 146, 153, 153, 0, 19
m, 0, 0, 204, 164, 153, 153, 0, 0
a, 109, 68, 68, 109, 85, 153, 73, 98
n, 0, 85, 119, 146, 136, 85, 54, 39
d, 0, 68, 34, 109, 85, 68, 109, 137
i, 54, 0, 34, 18, 0, 68, 0, 98
n, 0, 0, 187, 54, 119, 119, 0, 0
g, 219, 0, 153, 146, 68, 85, 91, 98
o, 164, 68, 68, 91, 68, 68, 128, 137
m, 0, 0, 153, 146, 85, 102, 0, 0
m, 0, 0, 119, 146, 51, 51, 0, 0
a, 0, 0, 102, 146, 136, 136, 0, 0
n, 0, 0, 170, 109, 68, 85, 0, 0
d, 36, 85, 51, 109, 102, 153, 146, 78
i, 0, 17, 17, 0, 68, 0, 18, 59
n, 0, 0, 136, 109, 51, 68, 0, 0
g, 36, 187, 17, 109, 0, 85, 91, 78
o, 73, 0, 102, 128, 68, 68, 73, 59
m, 0, 0, 136, 146, 85, 85, 0, 0
m, 0, 0, 136, 146, 68, 85, 0, 0
a, 0, 0, 119, 73, 136, 119, 0, 0
n, 0, 0, 170, 128, 68, 68, 0, 0
d, 54, 17, 51, 91, 85, 119, 128, 137
i, 36, 17, 17, 0, 17, 68, 0, 78
n, 36, 17, 102, 128, 85, 68, 0, 19
g, 91, 102, 51, 109, 0, 102, 128, 137
o, 128, 34, 85, 109, 68, 85, 128, 118
m, 18, 0, 221, 128, 170, 153, 18, 19
m, 0, 0, 170, 182, 153, 85, 0, 0
a, 54, 102, 102, 91, 85, 136, 146, 98
n, 128, 136, 170, 73, 119, 68, 36, 98
d, 0, 68, 0, 73, 102, 136, 109, 157
i, 36, 17, 0, 18, 17, 68, 73, 0
n, 36, 85, 153, 73, 102, 85, 54, 59
g, 109, 85, 85, 91, 0, 85, 54, 118
o, 18, 153, 102, 91, 85, 85, 128, 118
m, 36, 51, 119, 256, 170, 136, 18, 39
m, 0, 34, 136, 237, 187, 136, 0, 19
a, 0, 170, 68, 164, 102, 85, 146, 137
n, 0, 221, 68, 219, 153, 136, 128, 78
d, 0, 85, 34, 109, 136, 85, 219, 19
i, 0, 51, 68, 36, 102, 0, 91, 0
n, 0, 170, 68, 182, 153, 102, 73, 39
g, 0, 187, 68, 182, 153, 68, 182, 0
o, 0, 0, 119, 109, 102, 102, 0, 0
m, 0, 0, 119, 128, 85, 85, 0, 0
m, 0, 0, 119, 73, 68, 51, 0, 0
a, 0, 0, 102, 128, 85, 119, 0, 0
n, 0, 0, 136, 109, 102, 34, 0, 0
d, 0, 17, 0, 128, 187, 170, 0, 19
i, 0, 68, 0, 0, 51, 0, 73, 0
n, 0, 0, 119, 109, 85, 51, 0, 0
g, 0, 0, 51, 201, 68, 119, 0, 0
o, 73, 85, 102, 73, 68, 68, 73, 157
m, 0, 0, 119, 109, 68, 68, 0, 0
m, 0, 0, 119, 91, 51, 51, 0, 0
a, 0, 0, 187, 91, 119, 119, 0, 0
n, 0, 0, 119, 91, 34, 68, 0, 0
d, 0, 34, 0, 146, 187, 119, 54, 39
i, 18, 17, 0, 0, 51, 34, 18, 78
n, 0, 0, 170, 0, 85, 119, 0, 0
g, 109, 102, 34, 73, 34, 68, 73, 78
o, 0, 0, 153, 128, 119, 119, 0, 0
m, 0, 0, 119, 109, 68, 51, 0, 0
m, 0, 0, 102, 109, 85, 34, 0, 0
a, 0, 0, 119, 73, 85, 119, 0, 0
n, 0, 0, 153, 128, 102, 68, 0, 0
d, 0, 68, 0, 91, 85, 102, 109, 137
i, 0, 34, 0, 0, 34, 0, 54, 39
n, 0, 0, 136, 128, 51, 68, 0, 0
g, 18, 85, 17, 146, 102, 102, 36, 59
o, 36, 0, 136, 109, 68, 85, 73, 59
m, 0, 0, 136, 73, 34, 119, 0, 0
m, 0, 0, 119, 109, 68, 85, 0, 0
a, 18, 0, 170, 36, 204, 119, 0, 59
n, 0, 0, 85, 54, 85, 68, 0, 0
d, 0, 119, 34, 201, 102, 170, 146, 118
i, 36, 51, 0, 0, 17, 0, 73, 39
n, 0, 0, 68, 54, 102, 85, 0, 0
g, 201, 34, 34, 91, 0, 85, 0, 98
o, 0, 0, 136, 146, 153, 102, 0, 0
m, 0, 0, 102, 91, 68, 102, 0, 0
m, 0, 0, 102, 109, 119, 34, 0, 0
a, 0, 0, 136, 0, 136, 85, 0, 0
n, 0, 0, 68, 54, 119, 85, 0, 0
d, 0, 102, 0, 73, 102, 85, 128, 196
i, 36, 17, 0, 0, 51, 17, 36, 59
n, 0, 0, 102, 54, 51, 102, 0, 0
g, 91, 51, 0, 91, 0, 68, 0, 98
o, 0, 0, 136, 109, 119, 119, 0, 0
m, 0, 0, 102, 109, 51, 68, 0, 0
m, 0, 0, 119, 109, 51, 51, 0, 0
a, 0, 0, 136, 36, 102, 136, 0, 0
n, 0, 0, 153, 128, 68, 68, 0, 0
d, 0, 85, 0, 182, 102, 170, 109, 137
i, 0, 34, 17, 0, 68, 0, 73, 59
n, 0, 0, 136, 109, 102, 51, 0, 0
g, 182, 51, 68, 109, 0, 85, 18, 157
o, 201, 17, 85, 128, 85, 68, 109, 137
m, 0, 17, 187, 164, 136, 102, 18, 0
m, 54, 34, 221, 109, 170, 85, 36, 19
a, 91, 0, 153, 0, 170, 51, 128, 78
n, 73, 17, 170, 109, 119, 68, 18, 0
d, 91, 0, 102, 18, 85, 102, 91, 118
i, 0, 68, 68, 18, 34, 51, 0, 78
n, 18, 0, 136, 73, 68, 102, 18, 19
g, 182, 0, 51, 73, 0, 85, 0, 98
o, 0, 0, 85, 91, 85, 85, 0, 0
m, 0, 0, 85, 91, 119, 68, 0, 0
m, 0, 0, 119, 54, 85, 34, 0, 0
a, 0, 0, 102, 36, 102, 102, 0, 0
n, 0, 0, 85, 0, 102, 85, 0, 0
d, 36, 17, 68, 0, 119, 119, 73, 157
i, 91, 0, 34, 0, 51, 34, 0, 118
n, 0, 0, 102, 0, 85, 85, 0, 0
g, 91, 0, 119, 0, 34, 119, 54, 118
o, 0, 0, 85, 128, 187, 136, 0, 0
m, 0, 0, 68, 36, 68, 85, 0, 0
m, 0, 0, 68, 36, 68, 85, 0, 0
a, 0, 0, 102, 0, 68, 68, 0, 0
n, 0, 0, 85, 36, 34, 68, 0, 0
d, 0, 68, 0, 73, 0, 68, 128, 177
i, 54, 0, 0, 0, 0, 34, 0, 78
n, 0, 0, 102, 73, 0, 85, 0, 0
g, 18, 51, 0, 128, 68, 68, 36, 78
o, 73, 51, 119, 91, 102, 119, 36, 19
m, 0, 0, 136, 128, 102, 102, 0, 0
m, 0, 0, 119, 128, 102, 85, 0, 0
a, 36, 17, 136, 91, 170, 102, 0, 39
n, 18, 34, 170, 109, 102, 68, 18, 0
d, 73, 0, 68, 0, 153, 34, 109, 137
i, 91, 0, 68, 0, 68, 0, 91, 39
n, 18, 0, 102, 109, 153, 85, 36, 19
g, 91, 68, 0, 91, 0, 68, 36, 98
o, 18, 34, 119, 109, 102, 85, 36, 39
m, 0, 0, 85, 54, 136, 85, 0, 0
m, 0, 0, 85, 36, 119, 85, 0, 0
a, 0, 0, 51, 109, 119, 119, 0, 0
n, 0, 0, 51, 0, 119, 102, 0, 0
d, 0, 102, 0, 201, 102, 153, 164, 98
i, 0, 85, 0, 0, 51, 0, 91, 0
n, 0, 0, 68, 0, 153, 119, 0, 0
g, 146, 68, 17, 91, 0, 102, 91, 137
o, 0, 0, 153, 128, 119, 102, 0, 0
m, 0, 0, 187, 182, 119, 85, 0, 0
m, 0, 0, 153, 201, 119, 119, 0, 0
a, 0, 51, 102, 201, 153, 153, 36, 0
n, 18, 102, 119, 73, 85, 68, 36, 59
d, 0, 68, 0, 109, 119, 136, 164, 98
i, 0, 17, 0, 54, 68, 17, 73, 0
n, 18, 85, 136, 91, 102, 68, 36, 39
g, 0, 102, 68, 182, 0, 102, 91, 59
o, 54, 34, 136, 109, 85, 119, 36, 19
m, 0, 0, 102, 128, 68, 85, 0, 0
m, 0, 0, 136, 109, 102, 102, 0, 0
a, 0, 0, 170, 54, 136, 119, 0, 0
n, 54, 0, 170, 109, 119, 85, 0, 39
d, 0, 68, 102, 128, 102, 119, 0, 137
i, 0, 34, 68, 36, 0, 68, 0, 78
n, 0, 0, 153, 109, 102, 68, 0, 0
g, 0, 204, 0, 73, 51, 85, 91, 137
o, 54, 85, 102, 91, 85, 85, 109, 59
m, 0, 0, 85, 109, 85, 85, 0, 0
m, 0, 0, 102, 73, 102, 85, 0, 0
a, 0, 0, 119, 146, 85, 85, 0, 0
n, 0, 0, 51, 91, 136, 68, 0, 0
d, 54, 0, 85, 128, 51, 102, 73, 39
i, 18, 85, 68, 0, 85, 0, 146, 0
